booking_id,client_id,walker_id,pet_id,service_type,scheduled_at,duration_min,zip,lat,lng,base_price,surge_multiplier,final_price,status,hour_of_day,day_of_week,month,is_peak_hour,is_weekend
B001795,C0048,W0004,P0069,walk_60,2023-05-09T18:00:00,60,07103,40.7282,-74.2107,24.0,1.35,32.4,completed,18,1,5,1,0
B001796,C0050,W0003,P0006,drop_in,2023-05-13T19:15:00,20,07201,40.6634,-74.2107,14.0,1.3117,18.36,completed,19,5,5,1,1
B001797,C0050,W0003,P0059,walk_30,2023-05-13T08:15:00,30,07201,40.6634,-74.2107,16.0,1.35,21.6,completed,8,5,5,1,1
B001798,C0050,W0007,P0059,walk_60,2023-05-08T07:30:00,60,07201,40.6634,-74.2107,24.0,1.35,32.4,completed,7,0,5,1,0
B001799,C0052,W0006,P0022,walk_30,2023-05-09T17:00:00,30,07042,40.8098,-74.2026,16.0,1.35,21.6,completed,17,1,5,1,0
B001800,C0053,W0003,P0039,drop_in,2023-05-09T13:00:00,20,07208,40.6734,-74.1987,14.0,1.2335,17.27,completed,13,1,5,0,0
B001801,C0055,W0004,P0028,walk_60,2023-05-09T16:00:00,60,07305,40.6987,-74.0876,24.0,1.1041,26.5,completed,16,1,5,0,0
B001802,C0055,W0002,P0028,walk_30,2023-05-09T15:45:00,30,07305,40.6987,-74.0876,16.0,1.1658,18.65,completed,15,1,5,0,0
B001803,C0055,W0004,P0028,walk_60,2023-05-07T19:30:00,60,07305,40.6987,-74.0876,24.0,1.3101,31.44,completed,19,6,5,1,1
B001804,C0055,W0007,P0028,walk_30,2023-05-08T07:15:00,30,07305,40.6987,-74.0876,16.0,1.35,21.6,completed,7,0,5,1,0
B001805,C0055,W0003,P0028,drop_in,2023-05-08T17:45:00,20,07305,40.6987,-74.0876,14.0,1.35,18.9,completed,17,0,5,1,0
B001806,C0056,W0002,P0049,drop_in,2023-05-07T11:15:00,20,07042,40.8098,-74.2026,14.0,1.0435,14.61,completed,11,6,5,0,1
B001807,C0056,W0002,P0049,walk_60,2023-05-08T19:15:00,60,07042,40.8098,-74.2026,24.0,1.35,32.4,completed,19,0,5,1,0
B001808,C0057,W0004,P0004,walk_30,2023-05-12T18:15:00,30,07079,40.7565,-74.2654,16.0,1.35,21.6,cancelled,18,4,5,1,0
B001809,C0060,W0008,P0047,walk_30,2023-05-09T09:15:00,30,07052,40.8051,-74.2543,16.0,1.35,21.6,completed,9,1,5,1,0
B001810,C0001,W0008,P0043,drop_in,2023-05-18T17:30:00,20,07017,40.7651,-74.2099,14.0,1.3406,18.77,completed,17,3,5,1,0
B001811,C0001,W0007,P0043,walk_30,2023-05-20T17:30:00,30,07017,40.7651,-74.2099,16.0,1.2128,19.4,completed,17,5,5,1,1
B001812,C0001,W0008,P0043,walk_30,2023-05-14T17:15:00,30,07017,40.7651,-74.2099,16.0,1.2651,20.24,completed,17,6,5,1,1
B001813,C0002,W0008,P0012,walk_30,2023-05-17T18:15:00,30,07043,40.8293,-74.1943,16.0,1.35,21.6,completed,18,2,5,1,0
B001814,C0004,W0005,P0042,walk_60,2023-05-14T13:30:00,60,07018,40.7537,-74.2321,24.0,1.1205,26.89,completed,13,6,5,0,1
B001815,C0004,W0005,P0042,walk_30,2023-05-14T16:30:00,30,07018,40.7537,-74.2321,16.0,1.0255,16.41,completed,16,6,5,0,1
B001816,C0004,W0005,P0042,walk_30,2023-05-17T18:45:00,30,07018,40.7537,-74.2321,16.0,1.35,21.6,completed,18,2,5,1,0
B001817,C0005,W0005,P0016,walk_30,2023-05-16T10:00:00,30,07017,40.7651,-74.2099,16.0,1.1132,17.81,completed,10,1,5,0,0
B001818,C0006,W0002,P0062,walk_30,2023-05-15T18:15:00,30,07043,40.8293,-74.1943,16.0,1.3482,21.57,completed,18,0,5,1,0
B001819,C0007,W0007,P0030,walk_30,2023-05-19T16:00:00,30,07305,40.6987,-74.0876,16.0,1.1536,18.46,completed,16,4,5,0,0
B001820,C0007,W0001,P0030,walk_30,2023-05-16T18:00:00,30,07305,40.6987,-74.0876,16.0,1.35,21.6,completed,18,1,5,1,0
B001821,C0007,W0004,P0031,walk_60,2023-05-15T14:45:00,60,07305,40.6987,-74.0876,24.0,1.1559,27.74,completed,14,0,5,0,0
B001822,C0008,W0004,P0031,drop_in,2023-05-16T12:45:00,20,07103,40.7282,-74.2107,14.0,1.2628,17.68,completed,12,1,5,0,0
B001823,C0009,W0007,P0002,overnight,2023-05-14T16:00:00,720,07103,40.7282,-74.2107,55.0,0.9987,54.93,completed,16,6,5,0,1
B001824,C0011,W0004,P0063,walk_30,2023-05-14T07:15:00,30,07108,40.7151,-74.2154,16.0,1.2754,20.41,completed,7,6,5,1,1
B001825,C0011,W0007,P0063,walk_30,2023-05-20T08:45:00,30,07108,40.7151,-74.2154,16.0,1.35,21.6,completed,8,5,5,1,1
B001826,C0011,W0002,P0063,walk_30,2023-05-20T17:00:00,30,07108,40.7151,-74.2154,16.0,1.2407,19.85,completed,17,5,5,1,1
B001827,C0011,W0001,P0063,walk_30,2023-05-19T18:45:00,30,07108,40.7151,-74.2154,16.0,1.35,21.6,completed,18,4,5,1,0
B001828,C0012,W0007,P0029,walk_30,2023-05-15T09:00:00,30,07043,40.8293,-74.1943,16.0,1.35,21.6,completed,9,0,5,1,0
B001829,C0013,W0007,P0026,overnight,2023-05-20T08:30:00,720,07018,40.7537,-74.2321,55.0,1.281,70.46,completed,8,5,5,1,1
B001830,C0013,W0008,P0026,walk_30,2023-05-14T09:30:00,30,07018,40.7537,-74.2321,16.0,1.2789,20.46,completed,9,6,5,1,1
B001831,C0015,W0008,P0070,overnight,2023-05-17T08:30:00,720,07018,40.7537,-74.2321,55.0,1.35,74.25,completed,8,2,5,1,0
B001832,C0018,W0001,P0020,walk_30,2023-05-15T20:45:00,30,07108,40.7151,-74.2154,16.0,1.1478,18.36,cancelled,20,0,5,0,0
B001833,C0018,W0008,P0020,walk_60,2023-05-20T09:00:00,60,07108,40.7151,-74.2154,24.0,1.3326,31.98,completed,9,5,5,1,1
B001834,C0018,W0008,P0020,walk_30,2023-05-20T09:15:00,30,07108,40.7151,-74.2154,16.0,1.3137,21.02,completed,9,5,5,1,1
B001835,C0018,W0003,P0020,walk_30,2023-05-16T06:30:00,30,07108,40.7151,-74.2154,16.0,1.0788,17.26,completed,6,1,5,0,0
B001836,C0018,W0004,P0020,walk_60,2023-05-20T18:45:00,60,07108,40.7151,-74.2154,24.0,1.184,28.42,completed,18,5,5,1,1
B001837,C0019,W0002,P0037,walk_30,2023-05-17T08:15:00,30,07042,40.8098,-74.2026,16.0,1.35,21.6,completed,8,2,5,1,0
B001838,C0019,W0002,P0037,overnight,2023-05-16T18:15:00,720,07042,40.8098,-74.2026,55.0,1.35,74.25,completed,18,1,5,1,0
B001839,C0019,W0005,P0034,walk_30,2023-05-20T20:00:00,30,07042,40.8098,-74.2026,16.0,1.0506,16.81,completed,20,5,5,0,1
B001840,C0020,W0005,P0011,drop_in,2023-05-18T07:45:00,20,07042,40.8098,-74.2026,14.0,1.35,18.9,completed,7,3,5,1,0
B001841,C0022,W0002,P0004,walk_60,2023-05-18T17:00:00,60,07106,40.7432,-74.2365,24.0,1.35,32.4,completed,17,3,5,1,0
B001842,C0022,W0003,P0004,walk_30,2023-05-20T20:00:00,30,07106,40.7432,-74.2365,16.0,1.0077,16.12,completed,20,5,5,0,1
B001843,C0025,W0007,P0054,drop_in,2023-05-14T17:00:00,20,07018,40.7537,-74.2321,14.0,1.1886,16.64,completed,17,6,5,1,1
B001844,C0026,W0007,P0009,drop_in,2023-05-17T13:15:00,20,07108,40.7151,-74.2154,14.0,1.1321,15.85,completed,13,2,5,0,0
B001845,C0026,W0006,P0009,walk_30,2023-05-16T09:30:00,30,07108,40.7151,-74.2154,16.0,1.35,21.6,completed,9,1,5,1,0
B001846,C0027,W0006,P0021,overnight,2023-05-16T09:15:00,720,07083,40.6998,-74.2612,55.0,1.35,74.25,completed,9,1,5,1,0
B001847,C0028,W0003,P0040,walk_30,2023-05-16T13:15:00,30,07103,40.7282,-74.2107,16.0,1.1322,18.12,completed,13,1,5,0,0
B001848,C0029,W0002,P0058,walk_30,2023-05-15T12:45:00,30,07106,40.7432,-74.2365,16.0,1.1746,18.79,completed,12,0,5,0,0
B001849,C0030,W0007,P0035,walk_30,2023-05-19T17:00:00,30,07201,40.6634,-74.2107,16.0,1.3402,21.44,completed,17,4,5,1,0
B001850,C0030,W0003,P0035,drop_in,2023-05-18T06:15:00,20,07201,40.6634,-74.2107,14.0,1.1379,15.93,completed,6,3,5,0,0
B001851,C0030,W0003,P0035,walk_30,2023-05-16T12:00:00,30,07201,40.6634,-74.2107,16.0,1.1707,18.73,completed,12,1,5,0,0
B001852,C0030,W0007,P0035,overnight,2023-05-17T08:30:00,720,07201,40.6634,-74.2107,55.0,1.35,74.25,completed,8,2,5,1,0
B001853,C0031,W0002,P0006,walk_30,2023-05-19T18:15:00,30,07208,40.6734,-74.1987,16.0,1.3421,21.47,completed,18,4,5,1,0
B001854,C0031,W0002,P0006,walk_60,2023-05-15T08:30:00,60,07208,40.6734,-74.1987,24.0,1.35,32.4,completed,8,0,5,1,0
B001855,C0031,W0006,P0006,overnight,2023-05-20T11:45:00,720,07208,40.6734,-74.1987,55.0,1.1277,62.02,completed,11,5,5,0,1
B001856,C0031,W0004,P0006,walk_60,2023-05-18T07:45:00,60,07208,40.6734,-74.1987,24.0,1.35,32.4,completed,7,3,5,1,0
B001857,C0031,W0003,P0006,overnight,2023-05-15T19:00:00,720,07208,40.6734,-74.1987,55.0,1.35,74.25,completed,19,0,5,1,0
B001858,C0031,W0001,P0006,walk_30,2023-05-16T08:00:00,30,07208,40.6734,-74.1987,16.0,1.35,21.6,completed,8,1,5,1,0
B001859,C0032,W0006,P0038,overnight,2023-05-19T20:45:00,720,07018,40.7537,-74.2321,55.0,1.123,61.76,completed,20,4,5,0,0
B001860,C0034,W0007,P0048,walk_30,2023-05-18T19:45:00,30,07201,40.6634,-74.2107,16.0,1.35,21.6,completed,19,3,5,1,0
B001861,C0035,W0002,P0014,overnight,2023-05-20T08:30:00,720,07302,40.7178,-74.0431,55.0,1.35,74.25,cancelled,8,5,5,1,1
B001862,C0035,W0003,P0066,drop_in,2023-05-20T19:30:00,20,07302,40.7178,-74.0431,14.0,1.2494,17.49,completed,19,5,5,1,1
B001863,C0035,W0002,P0066,walk_30,2023-05-20T06:30:00,30,07302,40.7178,-74.0431,16.0,1.0431,16.69,completed,6,5,5,0,1
B001864,C0036,W0005,P0012,overnight,2023-05-20T19:30:00,720,07042,40.8098,-74.2026,55.0,1.2756,70.16,completed,19,5,5,1,1
B001865,C0036,W0005,P0012,walk_60,2023-05-18T07:15:00,60,07042,40.8098,-74.2026,24.0,1.35,32.4,completed,7,3,5,1,0
B001866,C0036,W0005,P0012,walk_30,2023-05-14T09:15:00,30,07042,40.8098,-74.2026,16.0,1.3229,21.17,completed,9,6,5,1,1
B001867,C0036,W0002,P0012,walk_60,2023-05-16T08:30:00,60,07042,40.8098,-74.2026,24.0,1.35,32.4,completed,8,1,5,1,0
B001868,C0037,W0002,P0027,walk_30,2023-05-14T15:30:00,30,07042,40.8098,-74.2026,16.0,1.0423,16.68,completed,15,6,5,0,1
B001869,C0037,W0005,P0027,walk_30,2023-05-19T18:30:00,30,07042,40.8098,-74.2026,16.0,1.35,21.6,completed,18,4,5,1,0
B001870,C0038,W0008,P0060,walk_30,2023-05-20T17:45:00,30,07103,40.7282,-74.2107,16.0,1.1891,19.03,completed,17,5,5,1,1
B001871,C0039,W0001,P0064,walk_60,2023-05-19T09:00:00,60,07083,40.6998,-74.2612,24.0,1.35,32.4,completed,9,4,5,1,0
B001872,C0040,W0003,P0013,walk_30,2023-05-15T09:15:00,30,07302,40.7178,-74.0431,16.0,1.35,21.6,completed,9,0,5,1,0
B001873,C0040,W0001,P0019,walk_60,2023-05-14T12:45:00,60,07302,40.7178,-74.0431,24.0,1.0463,25.11,completed,12,6,5,0,1
B001874,C0041,W0006,P0032,walk_30,2023-05-20T09:15:00,30,07042,40.8098,-74.2026,16.0,1.2867,20.59,completed,9,5,5,1,1
B001875,C0041,W0006,P0032,walk_30,2023-05-16T08:15:00,30,07042,40.8098,-74.2026,16.0,1.35,21.6,cancelled,8,1,5,1,0
B001876,C0041,W0006,P0032,walk_60,2023-05-17T06:45:00,60,07042,40.8098,-74.2026,24.0,1.0755,25.81,completed,6,2,5,0,0
B001877,C0041,W0006,P0032,walk_30,2023-05-18T09:15:00,30,07042,40.8098,-74.2026,16.0,1.35,21.6,completed,9,3,5,1,0
B001878,C0041,W0006,P0032,drop_in,2023-05-16T08:15:00,20,07042,40.8098,-74.2026,14.0,1.35,18.9,completed,8,1,5,1,0
B001879,C0041,W0005,P0032,walk_60,2023-05-20T18:00:00,60,07042,40.8098,-74.2026,24.0,1.2494,29.99,completed,18,5,5,1,1
B001880,C0042,W0008,P0061,walk_30,2023-05-17T08:00:00,30,07108,40.7151,-74.2154,16.0,1.35,21.6,completed,8,2,5,1,0
B001881,C0042,W0003,P0061,walk_30,2023-05-19T08:00:00,30,07108,40.7151,-74.2154,16.0,1.35,21.6,cancelled,8,4,5,1,0
B001882,C0043,W0001,P0023,walk_30,2023-05-20T19:15:00,30,07083,40.6998,-74.2612,16.0,1.2615,20.18,completed,19,5,5,1,1
B001883,C0043,W0005,P0023,walk_60,2023-05-19T08:15:00,60,07083,40.6998,-74.2612,24.0,1.35,32.4,completed,8,4,5,1,0
B001884,C0044,W0007,P0010,walk_60,2023-05-16T10:00:00,60,07208,40.6734,-74.1987,24.0,1.0878,26.11,completed,10,1,5,0,0
B001885,C0045,W0004,P0044,walk_30,2023-05-16T09:45:00,30,07083,40.6998,-74.2612,16.0,1.35,21.6,completed,9,1,5,1,0
B001886,C0046,W0008,P0033,walk_60,2023-05-16T19:30:00,60,07083,40.6998,-74.2612,24.0,1.3396,32.15,completed,19,1,5,1,0
B001887,C0047,W0008,P0059,walk_30,2023-05-16T12:30:00,30,07208,40.6734,-74.1987,16.0,1.136,18.18,completed,12,1,5,0,0
B001888,C0048,W0004,P0069,drop_in,2023-05-17T14:15:00,20,07103,40.7282,-74.2107,14.0,1.1063,15.49,completed,14,2,5,0,0
B001889,C0048,W0004,P0069,walk_30,2023-05-20T07:30:00,30,07103,40.7282,-74.2107,16.0,1.35,21.6,completed,7,5,5,1,1
B001890,C0048,W0002,P0055,walk_30,2023-05-20T19:30:00,30,07103,40.7282,-74.2107,16.0,1.2023,19.24,completed,19,5,5,1,1
B001891,C0049,W0003,P0061,drop_in,2023-05-14T06:00:00,20,07103,40.7282,-74.2107,14.0,1.0058,14.08,completed,6,6,5,0,1
B001892,C0049,W0001,P0061,walk_60,2023-05-16T09:45:00,60,07103,40.7282,-74.2107,24.0,1.35,32.4,completed,9,1,5,1,0
B001893,C0050,W0003,P0059,walk_30,2023-05-20T09:00:00,30,07201,40.6634,-74.2107,16.0,1.3134,21.01,completed,9,5,5,1,1
B001894,C0050,W0007,P0059,walk_30,2023-05-14T18:15:00,30,07201,40.6634,-74.2107,16.0,1.1874,19.0,completed,18,6,5,1,1
B001895,C0050,W0007,P0059,walk_60,2023-05-20T16:00:00,60,07201,40.6634,-74.2107,24.0,1.0388,24.93,completed,16,5,5,0,1
B001896,C0050,W0007,P0006,walk_60,2023-05-19T08:45:00,60,07201,40.6634,-74.2107,24.0,1.35,32.4,completed,8,4,5,1,0
B001897,C0050,W0007,P0059,walk_30,2023-05-16T07:45:00,30,07201,40.6634,-74.2107,16.0,1.35,21.6,completed,7,1,5,1,0
B001898,C0050,W0007,P0059,walk_30,2023-05-15T13:00:00,30,07201,40.6634,-74.2107,16.0,1.2395,19.83,cancelled,13,0,5,0,0
B001899,C0051,W0003,P0054,walk_30,2023-05-17T17:00:00,30,07043,40.8293,-74.1943,16.0,1.35,21.6,completed,17,2,5,1,0
B001900,C0053,W0003,P0039,walk_60,2023-05-19T11:15:00,60,07208,40.6734,-74.1987,24.0,1.2239,29.37,completed,11,4,5,0,0
B001901,C0053,W0005,P0039,walk_30,2023-05-14T08:00:00,30,07208,40.6734,-74.1987,16.0,1.35,21.6,completed,8,6,5,1,1
B001902,C0053,W0001,P0039,walk_30,2023-05-15T19:45:00,30,07208,40.6734,-74.1987,16.0,1.35,21.6,completed,19,0,5,1,0
B001903,C0053,W0003,P0039,walk_30,2023-05-16T08:00:00,30,07208,40.6734,-74.1987,16.0,1.35,21.6,completed,8,1,5,1,0
B001904,C0054,W0003,P0065,overnight,2023-05-19T16:15:00,720,07108,40.7151,-74.2154,55.0,1.0689,58.79,completed,16,4,5,0,0
B001905,C0055,W0007,P0028,drop_in,2023-05-14T08:45:00,20,07305,40.6987,-74.0876,14.0,1.35,18.9,completed,8,6,5,1,1
B001906,C0055,W0004,P0028,walk_30,2023-05-20T17:45:00,30,07305,40.6987,-74.0876,16.0,1.2225,19.56,completed,17,5,5,1,1
B001907,C0056,W0005,P0049,walk_30,2023-05-15T06:45:00,30,07042,40.8098,-74.2026,16.0,1.1579,18.53,completed,6,0,5,0,0
B001908,C0059,W0002,P0017,walk_60,2023-05-17T08:45:00,60,07103,40.7282,-74.2107,24.0,1.35,32.4,completed,8,2,5,1,0
B001909,C0060,W0008,P0047,walk_30,2023-05-18T07:00:00,30,07052,40.8051,-74.2543,16.0,1.35,21.6,completed,7,3,5,1,0
B001910,C0001,W0007,P0043,walk_30,2023-05-23T20:00:00,30,07017,40.7651,-74.2099,16.0,1.1389,18.22,completed,20,1,5,0,0
B001911,C0001,W0004,P0043,walk_60,2023-05-22T08:00:00,60,07017,40.7651,-74.2099,24.0,1.35,32.4,completed,8,0,5,1,0
B001912,C0001,W0007,P0043,walk_60,2023-05-26T09:15:00,60,07017,40.7651,-74.2099,24.0,1.35,32.4,completed,9,4,5,1,0
B001913,C0001,W0001,P0043,walk_30,2023-05-27T14:45:00,30,07017,40.7651,-74.2099,16.0,1.0654,17.05,completed,14,5,5,0,1
B001914,C0001,W0002,P0043,walk_30,2023-05-22T18:45:00,30,07017,40.7651,-74.2099,16.0,1.35,21.6,completed,18,0,5,1,0
B001915,C0001,W0007,P0043,walk_60,2023-05-26T11:00:00,60,07017,40.7651,-74.2099,24.0,1.1534,27.68,completed,11,4,5,0,0
B001916,C0001,W0008,P0043,drop_in,2023-05-25T16:45:00,20,07017,40.7651,-74.2099,14.0,1.1215,15.7,cancelled,16,3,5,0,0
B001917,C0002,W0001,P0012,walk_30,2023-05-24T19:45:00,30,07043,40.8293,-74.1943,16.0,1.35,21.6,completed,19,2,5,1,0
B001918,C0002,W0006,P0012,walk_30,2023-05-21T17:45:00,30,07043,40.8293,-74.1943,16.0,1.2731,20.37,completed,17,6,5,1,1
B001919,C0004,W0003,P0042,drop_in,2023-05-23T07:00:00,20,07018,40.7537,-74.2321,14.0,1.35,18.9,completed,7,1,5,1,0
B001920,C0004,W0003,P0042,drop_in,2023-05-26T08:00:00,20,07018,40.7537,-74.2321,14.0,1.35,18.9,cancelled,8,4,5,1,0
B001921,C0004,W0004,P0042,overnight,2023-05-25T19:30:00,720,07018,40.7537,-74.2321,55.0,1.35,74.25,completed,19,3,5,1,0
B001922,C0004,W0008,P0042,walk_60,2023-05-21T13:00:00,60,07018,40.7537,-74.2321,24.0,1.0716,25.72,completed,13,6,5,0,1
B001923,C0004,W0005,P0042,walk_30,2023-05-26T17:30:00,30,07018,40.7537,-74.2321,16.0,1.35,21.6,completed,17,4,5,1,0
B001924,C0005,W0005,P0016,walk_30,2023-05-27T12:00:00,30,07017,40.7651,-74.2099,16.0,1.0646,17.03,completed,12,5,5,0,1
B001925,C0007,W0005,P0030,walk_30,2023-05-24T15:30:00,30,07305,40.6987,-74.0876,16.0,1.1335,18.14,completed,15,2,5,0,0
B001926,C0008,W0004,P0031,walk_60,2023-05-21T14:45:00,60,07103,40.7282,-74.2107,24.0,1.0017,24.04,completed,14,6,5,0,1
B001927,C0010,W0008,P0040,walk_30,2023-05-26T17:15:00,30,07018,40.7537,-74.2321,16.0,1.35,21.6,completed,17,4,5,1,0
B001928,C0011,W0008,P0063,walk_60,2023-05-24T16:15:00,60,07108,40.7151,-74.2154,24.0,1.0768,25.84,completed,16,2,5,0,0
B001929,C0011,W0007,P0063,walk_30,2023-05-22T09:00:00,30,07108,40.7151,-74.2154,16.0,1.35,21.6,completed,9,0,5,1,0
B001930,C0012,W0007,P0029,walk_30,2023-05-23T07:45:00,30,07043,40.8293,-74.1943,16.0,1.35,21.6,completed,7,1,5,1,0
B001931,C0012,W0007,P0029,drop_in,2023-05-26T14:00:00,20,07043,40.8293,-74.1943,14.0,1.1551,16.17,completed,14,4,5,0,0
B001932,C0015,W0001,P0070,overnight,2023-05-23T08:15:00,720,07018,40.7537,-74.2321,55.0,1.35,74.25,completed,8,1,5,1,0
B001933,C0018,W0003,P0020,drop_in,2023-05-24T08:30:00,20,07108,40.7151,-74.2154,14.0,1.35,18.9,completed,8,2,5,1,0
B001934,C0019,W0006,P0037,overnight,2023-05-24T13:15:00,720,07042,40.8098,-74.2026,55.0,1.1691,64.3,completed,13,2,5,0,0
B001935,C0019,W0006,P0034,walk_30,2023-05-21T18:45:00,30,07042,40.8098,-74.2026,16.0,1.2049,19.28,completed,18,6,5,1,1
B001936,C0019,W0002,P0034,walk_60,2023-05-27T17:30:00,60,07042,40.8098,-74.2026,24.0,1.1971,28.73,completed,17,5,5,1,1
B001937,C0019,W0006,P0037,walk_30,2023-05-22T19:00:00,30,07042,40.8098,-74.2026,16.0,1.35,21.6,completed,19,0,5,1,0
B001938,C0020,W0006,P0043,walk_30,2023-05-24T12:45:00,30,07042,40.8098,-74.2026,16.0,1.2068,19.31,completed,12,2,5,0,0
B001939,C0020,W0005,P0043,walk_30,2023-05-25T09:00:00,30,07042,40.8098,-74.2026,16.0,1.35,21.6,completed,9,3,5,1,0
B001940,C0021,W0008,P0052,walk_60,2023-05-22T12:45:00,60,07302,40.7178,-74.0431,24.0,1.2055,28.93,completed,12,0,5,0,0
B001941,C0022,W0007,P0004,walk_60,2023-05-24T18:30:00,60,07106,40.7432,-74.2365,24.0,1.35,32.4,completed,18,2,5,1,0
B001942,C0022,W0006,P0004,walk_30,2023-05-21T16:45:00,30,07106,40.7432,-74.2365,16.0,1.0107,16.17,no_show,16,6,5,0,1
B001943,C0023,W0005,P0056,walk_30,2023-05-23T17:30:00,30,07042,40.8098,-74.2026,16.0,1.35,21.6,completed,17,1,5,1,0
B001944,C0024,W0001,P0036,walk_30,2023-05-22T08:15:00,30,07104,40.7587,-74.1624,16.0,1.35,21.6,completed,8,0,5,1,0
B001945,C0024,W0001,P0025,drop_in,2023-05-27T15:30:00,20,07104,40.7587,-74.1624,14.0,1.0229,14.32,completed,15,5,5,0,1
B001946,C0026,W0002,P0009,walk_60,2023-05-24T18:00:00,60,07108,40.7151,-74.2154,24.0,1.35,32.4,no_show,18,2,5,1,0
B001947,C0026,W0003,P0009,walk_30,2023-05-25T12:30:00,30,07108,40.7151,-74.2154,16.0,1.2385,19.82,no_show,12,3,5,0,0
B001948,C0027,W0006,P0021,walk_60,2023-05-24T15:45:00,60,07083,40.6998,-74.2612,24.0,1.1141,26.74,completed,15,2,5,0,0
B001949,C0027,W0002,P0021,walk_30,2023-05-23T17:30:00,30,07083,40.6998,-74.2612,16.0,1.35,21.6,completed,17,1,5,1,0
B001950,C0028,W0008,P0040,drop_in,2023-05-22T12:45:00,20,07103,40.7282,-74.2107,14.0,1.171,16.39,completed,12,0,5,0,0
B001951,C0028,W0007,P0040,walk_60,2023-05-22T10:15:00,60,07103,40.7282,-74.2107,24.0,1.0688,25.65,completed,10,0,5,0,0
B001952,C0028,W0003,P0040,walk_60,2023-05-27T07:45:00,60,07103,40.7282,-74.2107,24.0,1.2962,31.11,completed,7,5,5,1,1
B001953,C0029,W0004,P0058,drop_in,2023-05-24T11:45:00,20,07106,40.7432,-74.2365,14.0,1.2177,17.05,completed,11,2,5,0,0
B001954,C0029,W0007,P0058,walk_30,2023-05-25T17:00:00,30,07106,40.7432,-74.2365,16.0,1.35,21.6,completed,17,3,5,1,0
B001955,C0029,W0002,P0067,walk_60,2023-05-25T19:45:00,60,07106,40.7432,-74.2365,24.0,1.3233,31.76,completed,19,3,5,1,0
B001956,C0029,W0004,P0058,walk_60,2023-05-27T10:45:00,60,07106,40.7432,-74.2365,24.0,1.0289,24.69,completed,10,5,5,0,1
B001957,C0030,W0007,P0035,walk_60,2023-05-22T18:15:00,60,07201,40.6634,-74.2107,24.0,1.35,32.4,completed,18,0,5,1,0
B001958,C0030,W0007,P0035,drop_in,2023-05-21T07:15:00,20,07201,40.6634,-74.2107,14.0,1.2703,17.78,completed,7,6,5,1,1
B001959,C0030,W0007,P0035,overnight,2023-05-22T19:15:00,720,07201,40.6634,-74.2107,55.0,1.35,74.25,completed,19,0,5,1,0
B001960,C0030,W0003,P0035,walk_30,2023-05-27T10:15:00,30,07201,40.6634,-74.2107,16.0,1.0482,16.77,completed,10,5,5,0,1
B001961,C0031,W0007,P0006,walk_30,2023-05-26T19:00:00,30,07208,40.6734,-74.1987,16.0,1.35,21.6,completed,19,4,5,1,0
B001962,C0033,W0006,P0007,walk_60,2023-05-24T18:30:00,60,07042,40.8098,-74.2026,24.0,1.35,32.4,completed,18,2,5,1,0
B001963,C0034,W0007,P0048,walk_30,2023-05-25T12:00:00,30,07201,40.6634,-74.2107,16.0,1.247,19.95,completed,12,3,5,0,0
B001964,C0035,W0001,P0066,walk_30,2023-05-27T07:45:00,30,07302,40.7178,-74.0431,16.0,1.2992,20.79,completed,7,5,5,1,1
B001965,C0035,W0007,P0014,overnight,2023-05-26T19:45:00,720,07302,40.7178,-74.0431,55.0,1.3422,73.82,completed,19,4,5,1,0
B001966,C0035,W0003,P0066,walk_30,2023-05-27T18:00:00,30,07302,40.7178,-74.0431,16.0,1.2264,19.62,completed,18,5,5,1,1
B001967,C0035,W0004,P0066,walk_30,2023-05-22T19:45:00,30,07302,40.7178,-74.0431,16.0,1.3407,21.45,completed,19,0,5,1,0
B001968,C0035,W0008,P0014,walk_30,2023-05-21T06:45:00,30,07302,40.7178,-74.0431,16.0,1.0507,16.81,completed,6,6,5,0,1
B001969,C0035,W0006,P0066,walk_60,2023-05-26T07:45:00,60,07302,40.7178,-74.0431,24.0,1.35,32.4,completed,7,4,5,1,0
B001970,C0036,W0002,P0005,drop_in,2023-05-25T11:00:00,20,07042,40.8098,-74.2026,14.0,1.2041,16.86,completed,11,3,5,0,0
B001971,C0036,W0006,P0012,walk_30,2023-05-23T19:30:00,30,07042,40.8098,-74.2026,16.0,1.35,21.6,completed,19,1,5,1,0
B001972,C0036,W0005,P0012,walk_30,2023-05-25T13:30:00,30,07042,40.8098,-74.2026,16.0,1.2253,19.6,completed,13,3,5,0,0
B001973,C0036,W0002,P0012,walk_60,2023-05-27T07:15:00,60,07042,40.8098,-74.2026,24.0,1.35,32.4,completed,7,5,5,1,1
B001974,C0037,W0002,P0027,drop_in,2023-05-22T18:00:00,20,07042,40.8098,-74.2026,14.0,1.35,18.9,completed,18,0,5,1,0
B001975,C0038,W0008,P0051,walk_30,2023-05-23T07:45:00,30,07103,40.7282,-74.2107,16.0,1.35,21.6,completed,7,1,5,1,0
B001976,C0038,W0006,P0060,walk_30,2023-05-25T17:30:00,30,07103,40.7282,-74.2107,16.0,1.35,21.6,completed,17,3,5,1,0
B001977,C0038,W0003,P0060,walk_30,2023-05-22T09:45:00,30,07103,40.7282,-74.2107,16.0,1.35,21.6,completed,9,0,5,1,0
B001978,C0038,W0004,P0060,walk_30,2023-05-21T16:30:00,30,07103,40.7282,-74.2107,16.0,1.0106,16.17,completed,16,6,5,0,1
