review_id,booking_id,client_id,walker_id,rating,body,sentiment_label,posted_at
R001320,B001940,C0021,W0008,5,Always on time and so communicative. Marcus is a gem.,positive,2023-05-22T17:45:00
R001321,B001941,C0022,W0007,5,Natalie goes above and beyond. Highly recommend to anyone in the area.,positive,2023-05-27T17:30:00
R001322,B001944,C0024,W0001,5,Amara is so reliable and sends great photo updates every time.,positive,2023-05-25T02:15:00
R001323,B001945,C0024,W0001,5,Amara treats Rocky like her own. We couldn't ask for more.,positive,2023-05-29T12:30:00
R001324,B001949,C0027,W0002,5,Devon is so reliable and sends great photo updates every time.,positive,2023-05-23T23:30:00
R001325,B001950,C0028,W0008,4,Zeus absolutely adores Marcus. We feel so lucky to have found her.,positive,2023-05-24T07:45:00
R001326,B001951,C0028,W0007,5,Best walker we've ever had. Zeus gets so excited when Natalie arrives.,positive,2023-05-24T15:15:00
R001327,B001952,C0028,W0003,5,Cleo treats Zeus like her own. We couldn't ask for more.,positive,2023-05-28T20:45:00
R001328,B001953,C0029,W0004,5,"Professional, caring, and thorough. Jordan sends detailed reports after each visit.",positive,2023-05-26T23:45:00
R001329,B001956,C0029,W0004,4,Jordan treats Angel like her own. We couldn't ask for more.,positive,2023-05-29T09:45:00
R001330,B001957,C0030,W0007,4,5 stars every time. Stella has improved so much with consistent walks.,positive,2023-05-23T04:15:00
R001331,B001958,C0030,W0007,5,Natalie treats Stella like her own. We couldn't ask for more.,positive,2023-05-23T21:15:00
R001332,B001959,C0030,W0007,5,Natalie treats Stella like her own. We couldn't ask for more.,positive,2023-05-23T08:15:00
R001333,B001962,C0033,W0006,5,Chris goes above and beyond. Highly recommend to anyone in the area.,positive,2023-05-26T23:30:00
R001334,B001963,C0034,W0007,4,Coco absolutely adores Natalie. We feel so lucky to have found her.,positive,2023-05-26T13:00:00
R001335,B001964,C0035,W0001,5,5 stars every time. Murphy has improved so much with consistent walks.,positive,2023-05-28T08:45:00
R001336,B001965,C0035,W0007,3,Natalie is professional. Walks are on schedule.,neutral,2023-05-26T20:45:00
R001337,B001966,C0035,W0003,5,5 stars every time. Murphy has improved so much with consistent walks.,positive,2023-05-29T07:00:00
R001338,B001967,C0035,W0004,5,Jordan is so reliable and sends great photo updates every time.,positive,2023-05-24T07:45:00
R001339,B001970,C0036,W0002,5,Our anxious dog warmed up to Devon immediately. That says everything.,positive,2023-05-26T00:00:00
R001340,B001971,C0036,W0006,5,Chris goes above and beyond. Highly recommend to anyone in the area.,positive,2023-05-25T13:30:00
R001341,B001973,C0036,W0002,4,Absolutely love Devon! Harley is always tired and happy after walks.,positive,2023-05-29T05:15:00
R001342,B001977,C0038,W0003,5,"Professional, caring, and thorough. Cleo sends detailed reports after each visit.",positive,2023-05-24T00:45:00
R001343,B001978,C0038,W0004,5,Jordan is so reliable and sends great photo updates every time.,positive,2023-05-24T02:30:00
R001344,B001979,C0039,W0004,4,Our anxious dog warmed up to Jordan immediately. That says everything.,positive,2023-05-27T03:00:00
R001345,B001980,C0041,W0006,5,5 stars every time. Lucy has improved so much with consistent walks.,positive,2023-05-26T17:00:00
R001346,B001981,C0041,W0006,5,"Professional, caring, and thorough. Chris sends detailed reports after each visit.",positive,2023-05-23T05:45:00
R001347,B001982,C0041,W0002,4,Absolutely love Devon! Lucy is always tired and happy after walks.,positive,2023-05-25T22:00:00
R001348,B001985,C0045,W0003,5,Cleo treats Ollie like her own. We couldn't ask for more.,positive,2023-05-28T10:00:00
R001349,B001986,C0045,W0008,4,"Professional, caring, and thorough. Marcus sends detailed reports after each visit.",positive,2023-05-26T05:45:00
R001350,B001987,C0046,W0004,5,Always on time and so communicative. Jordan is a gem.,positive,2023-05-24T06:00:00
R001351,B001988,C0046,W0004,5,Jordan treats Gracie like her own. We couldn't ask for more.,positive,2023-05-24T15:00:00
R001352,B001989,C0046,W0008,3,Nothing to complain about. Would use again.,neutral,2023-05-26T13:00:00
R001353,B001990,C0047,W0001,5,Always on time and so communicative. Amara is a gem.,positive,2023-05-28T21:45:00
R001354,B001993,C0048,W0002,5,"Professional, caring, and thorough. Devon sends detailed reports after each visit.",positive,2023-05-25T16:45:00
R001355,B001995,C0050,W0003,5,Our anxious dog warmed up to Cleo immediately. That says everything.,positive,2023-05-26T12:30:00
R001356,B001996,C0051,W0004,2,Jordan arrived 20 minutes late with no heads up.,negative,2023-05-28T17:15:00
R001357,B001997,C0052,W0005,5,Priya treats Roscoe like her own. We couldn't ask for more.,positive,2023-05-26T18:30:00
R001358,B001998,C0052,W0006,5,Chris treats Lola like her own. We couldn't ask for more.,positive,2023-05-25T10:15:00
R001359,B002000,C0053,W0005,4,Priya is so reliable and sends great photo updates every time.,positive,2023-05-25T03:45:00
R001360,B002001,C0055,W0006,4,Always on time and so communicative. Chris is a gem.,positive,2023-05-29T10:30:00
R001361,B002002,C0055,W0008,5,"Professional, caring, and thorough. Marcus sends detailed reports after each visit.",positive,2023-05-28T01:30:00
R001362,B002003,C0055,W0007,5,Best walker we've ever had. Izzy gets so excited when Natalie arrives.,positive,2023-05-27T12:00:00
R001363,B002004,C0055,W0008,5,Izzy absolutely adores Marcus. We feel so lucky to have found her.,positive,2023-05-30T19:15:00
R001364,B002006,C0056,W0006,5,"Professional, caring, and thorough. Chris sends detailed reports after each visit.",positive,2023-05-25T08:30:00
R001365,B002007,C0058,W0002,3,Good experience overall. Gus was well taken care of.,neutral,2023-05-25T03:30:00
R001366,B002008,C0059,W0001,5,"Professional, caring, and thorough. Amara sends detailed reports after each visit.",positive,2023-05-26T11:45:00
R001367,B002009,C0001,W0005,5,Priya is so reliable and sends great photo updates every time.,positive,2023-06-02T03:15:00
R001368,B002010,C0001,W0006,5,Always on time and so communicative. Chris is a gem.,positive,2023-06-01T13:30:00
R001369,B002011,C0001,W0006,4,5 stars every time. Maggie has improved so much with consistent walks.,positive,2023-06-01T15:00:00
R001370,B002012,C0002,W0004,5,Our anxious dog warmed up to Jordan immediately. That says everything.,positive,2023-06-01T13:30:00
R001371,B002015,C0005,W0004,5,Absolutely love Jordan! Gus is always tired and happy after walks.,positive,2023-06-01T11:45:00
R001372,B002016,C0005,W0005,5,"Professional, caring, and thorough. Priya sends detailed reports after each visit.",positive,2023-06-02T13:30:00
R001373,B002017,C0007,W0008,5,"Professional, caring, and thorough. Marcus sends detailed reports after each visit.",positive,2023-06-03T06:45:00
R001374,B002019,C0008,W0008,4,Our anxious dog warmed up to Marcus immediately. That says everything.,positive,2023-06-06T02:30:00
R001375,B002020,C0008,W0002,5,"Professional, caring, and thorough. Devon sends detailed reports after each visit.",positive,2023-06-04T19:00:00
R001376,B002021,C0010,W0008,5,Absolutely love Marcus! Zeus is always tired and happy after walks.,positive,2023-06-03T19:00:00
R001377,B002024,C0012,W0001,5,Our anxious dog warmed up to Amara immediately. That says everything.,positive,2023-06-03T11:45:00
R001378,B002025,C0012,W0001,2,Walk was cut short. Bentley came back with energy still to burn.,negative,2023-06-04T09:45:00
R001379,B002026,C0018,W0006,5,Harley absolutely adores Chris. We feel so lucky to have found her.,positive,2023-06-02T06:15:00
R001380,B002028,C0018,W0001,4,Best walker we've ever had. Harley gets so excited when Amara arrives.,positive,2023-05-30T13:00:00
R001381,B002032,C0019,W0006,5,Our anxious dog warmed up to Chris immediately. That says everything.,positive,2023-05-30T03:45:00
R001382,B002033,C0020,W0002,4,Maggie absolutely adores Devon. We feel so lucky to have found her.,positive,2023-06-03T09:15:00
R001383,B002037,C0025,W0007,5,Our anxious dog warmed up to Natalie immediately. That says everything.,positive,2023-05-30T04:00:00
R001384,B002038,C0027,W0005,5,Priya goes above and beyond. Highly recommend to anyone in the area.,positive,2023-05-31T05:30:00
R001385,B002039,C0028,W0002,4,Devon treats Zeus like her own. We couldn't ask for more.,positive,2023-05-31T22:15:00
R001386,B002040,C0028,W0001,4,Zeus absolutely adores Amara. We feel so lucky to have found her.,positive,2023-06-01T08:30:00
R001387,B002041,C0029,W0003,5,Cleo treats Angel like her own. We couldn't ask for more.,positive,2023-05-31T07:15:00
R001388,B002042,C0029,W0005,5,Always on time and so communicative. Priya is a gem.,positive,2023-05-30T14:15:00
R001389,B002044,C0030,W0003,5,Cleo treats Stella like her own. We couldn't ask for more.,positive,2023-05-31T19:30:00
R001390,B002047,C0030,W0003,4,"Professional, caring, and thorough. Cleo sends detailed reports after each visit.",positive,2023-06-03T11:15:00
R001391,B002050,C0031,W0006,5,Best walker we've ever had. Gus gets so excited when Chris arrives.,positive,2023-06-01T12:15:00
R001392,B002052,C0032,W0004,4,Absolutely love Jordan! Bella is always tired and happy after walks.,positive,2023-06-04T09:15:00
R001393,B002053,C0034,W0003,5,Best walker we've ever had. Coco gets so excited when Cleo arrives.,positive,2023-06-02T01:00:00
R001394,B002055,C0036,W0002,5,Devon is so reliable and sends great photo updates every time.,positive,2023-06-01T22:30:00
R001395,B002056,C0036,W0006,5,Always on time and so communicative. Chris is a gem.,positive,2023-06-04T06:00:00
R001396,B002057,C0036,W0002,4,Absolutely love Devon! Bella is always tired and happy after walks.,positive,2023-05-29T19:00:00
R001397,B002058,C0036,W0002,5,Absolutely love Devon! Harley is always tired and happy after walks.,positive,2023-06-03T17:30:00
R001398,B002060,C0038,W0005,4,Priya goes above and beyond. Highly recommend to anyone in the area.,positive,2023-05-31T17:00:00
R001399,B002061,C0038,W0008,5,Our anxious dog warmed up to Marcus immediately. That says everything.,positive,2023-05-30T23:30:00
R001400,B002062,C0038,W0002,5,5 stars every time. Shadow has improved so much with consistent walks.,positive,2023-05-30T19:30:00
R001401,B002063,C0039,W0002,4,5 stars every time. Lily has improved so much with consistent walks.,positive,2023-06-02T21:15:00
R001402,B002064,C0039,W0003,4,"Professional, caring, and thorough. Cleo sends detailed reports after each visit.",positive,2023-05-30T22:30:00
R001403,B002065,C0039,W0007,3,Natalie is professional. Walks are on schedule.,neutral,2023-05-30T02:15:00
R001404,B002066,C0041,W0002,2,Devon arrived 20 minutes late with no heads up.,negative,2023-06-03T19:00:00
R001405,B002067,C0041,W0006,5,Absolutely love Chris! Lucy is always tired and happy after walks.,positive,2023-06-03T08:00:00
R001406,B002068,C0043,W0006,4,Always on time and so communicative. Chris is a gem.,positive,2023-06-02T06:15:00
R001407,B002069,C0046,W0003,5,Best walker we've ever had. Gracie gets so excited when Cleo arrives.,positive,2023-06-04T22:15:00
R001408,B002070,C0046,W0007,4,Natalie treats Gracie like her own. We couldn't ask for more.,positive,2023-06-02T20:30:00
R001409,B002071,C0046,W0001,5,5 stars every time. Dexter has improved so much with consistent walks.,positive,2023-06-01T07:30:00
R001410,B002072,C0048,W0002,4,Devon is so reliable and sends great photo updates every time.,positive,2023-06-01T00:15:00
R001411,B002073,C0048,W0004,4,Absolutely love Jordan! Zoe is always tired and happy after walks.,positive,2023-06-01T08:15:00
R001412,B002075,C0050,W0007,5,Best walker we've ever had. Gus gets so excited when Natalie arrives.,positive,2023-05-31T23:15:00
R001413,B002076,C0050,W0003,5,Cleo treats Sam like her own. We couldn't ask for more.,positive,2023-06-05T12:15:00
R001414,B002077,C0050,W0003,5,Sam absolutely adores Cleo. We feel so lucky to have found her.,positive,2023-05-30T19:00:00
R001415,B002078,C0050,W0003,5,Cleo treats Sam like her own. We couldn't ask for more.,positive,2023-06-02T06:45:00
R001416,B002079,C0050,W0003,5,Our anxious dog warmed up to Cleo immediately. That says everything.,positive,2023-06-04T16:45:00
R001417,B002080,C0050,W0007,5,Our anxious dog warmed up to Natalie immediately. That says everything.,positive,2023-06-03T09:30:00
R001418,B002081,C0050,W0007,3,"Reliable and punctual. Does what's asked, communication is fine.",neutral,2023-05-30T12:45:00
R001419,B002082,C0051,W0005,3,Nothing to complain about. Would use again.,neutral,2023-06-04T18:45:00
R001420,B002084,C0053,W0002,5,Best walker we've ever had. Penny gets so excited when Devon arrives.,positive,2023-06-01T16:00:00
R001421,B002086,C0053,W0004,5,Absolutely love Jordan! Penny is always tired and happy after walks.,positive,2023-05-30T02:45:00
R001422,B002088,C0055,W0001,5,Amara treats Izzy like her own. We couldn't ask for more.,positive,2023-06-03T22:45:00
R001423,B002089,C0055,W0002,3,Decent service. Izzy seems happy enough after walks.,neutral,2023-05-29T05:00:00
R001424,B002090,C0055,W0007,5,Izzy absolutely adores Natalie. We feel so lucky to have found her.,positive,2023-06-04T04:45:00
R001425,B002091,C0055,W0001,5,"Professional, caring, and thorough. Amara sends detailed reports after each visit.",positive,2023-06-04T01:45:00
R001426,B002092,C0055,W0001,5,5 stars every time. Izzy has improved so much with consistent walks.,positive,2023-06-04T19:45:00
R001427,B002093,C0055,W0005,2,Expected GPS updates but didn't receive any for this walk.,negative,2023-06-01T19:00:00
R001428,B002096,C0059,W0004,5,Always on time and so communicative. Jordan is a gem.,positive,2023-05-31T05:15:00
R001429,B002097,C0001,W0008,5,5 stars every time. Maggie has improved so much with consistent walks.,positive,2023-06-12T05:15:00
R001430,B002098,C0001,W0006,5,Chris treats Maggie like her own. We couldn't ask for more.,positive,2023-06-11T14:15:00
R001431,B002101,C0002,W0003,5,Harley absolutely adores Cleo. We feel so lucky to have found her.,positive,2023-06-08T03:15:00
R001432,B002102,C0003,W0003,5,Cleo is so reliable and sends great photo updates every time.,positive,2023-06-08T18:30:00
R001433,B002103,C0004,W0007,4,Willow absolutely adores Natalie. We feel so lucky to have found her.,positive,2023-06-06T18:00:00
R001434,B002106,C0007,W0003,5,5 stars every time. Penny has improved so much with consistent walks.,positive,2023-06-06T21:15:00
R001435,B002108,C0011,W0005,5,Bentley absolutely adores Priya. We feel so lucky to have found her.,positive,2023-06-07T14:00:00
R001436,B002109,C0011,W0007,1,Communication could be better. Didn't hear back for hours.,negative,2023-06-09T19:45:00
R001437,B002114,C0015,W0006,4,Best walker we've ever had. Cooper gets so excited when Chris arrives.,positive,2023-06-09T01:45:00
R001438,B002115,C0016,W0004,5,Lola absolutely adores Jordan. We feel so lucky to have found her.,positive,2023-06-09T18:30:00
R001439,B002117,C0019,W0006,5,Always on time and so communicative. Chris is a gem.,positive,2023-06-06T10:45:00
R001440,B002118,C0019,W0002,5,Devon is so reliable and sends great photo updates every time.,positive,2023-06-11T02:15:00
R001441,B002119,C0019,W0006,4,5 stars every time. Buddy has improved so much with consistent walks.,positive,2023-06-09T09:30:00
R001442,B002120,C0022,W0007,5,Absolutely love Natalie! Bear is always tired and happy after walks.,positive,2023-06-11T22:15:00
R001443,B002121,C0022,W0006,5,Always on time and so communicative. Chris is a gem.,positive,2023-06-12T04:30:00
R001444,B002125,C0031,W0001,5,"Professional, caring, and thorough. Amara sends detailed reports after each visit.",positive,2023-06-08T17:15:00
R001445,B002126,C0031,W0007,5,Our anxious dog warmed up to Natalie immediately. That says everything.,positive,2023-06-04T17:45:00
R001446,B002127,C0032,W0003,5,Bella absolutely adores Cleo. We feel so lucky to have found her.,positive,2023-06-11T14:30:00
R001447,B002128,C0033,W0005,4,Priya is so reliable and sends great photo updates every time.,positive,2023-06-08T04:30:00
R001448,B002132,C0035,W0007,5,5 stars every time. Murphy has improved so much with consistent walks.,positive,2023-06-04T16:30:00
R001449,B002133,C0035,W0002,5,"Professional, caring, and thorough. Devon sends detailed reports after each visit.",positive,2023-06-10T15:30:00
R001450,B002134,C0035,W0006,4,Molly absolutely adores Chris. We feel so lucky to have found her.,positive,2023-06-07T14:15:00
R001451,B002135,C0037,W0006,5,Our anxious dog warmed up to Chris immediately. That says everything.,positive,2023-06-10T03:30:00
R001452,B002136,C0038,W0003,2,Cleo arrived 20 minutes late with no heads up.,negative,2023-06-12T01:15:00
R001453,B002138,C0038,W0002,5,Devon treats Shadow like her own. We couldn't ask for more.,positive,2023-06-10T20:15:00
R001454,B002140,C0039,W0006,5,Absolutely love Chris! Lily is always tired and happy after walks.,positive,2023-06-09T18:00:00
R001455,B002141,C0041,W0002,5,Devon is so reliable and sends great photo updates every time.,positive,2023-06-11T01:45:00
R001456,B002143,C0041,W0006,5,Best walker we've ever had. Lucy gets so excited when Chris arrives.,positive,2023-06-11T10:45:00
R001457,B002144,C0041,W0005,5,5 stars every time. Lucy has improved so much with consistent walks.,positive,2023-06-13T07:15:00
R001458,B002146,C0041,W0005,5,Absolutely love Priya! Lucy is always tired and happy after walks.,positive,2023-06-09T18:30:00
R001459,B002147,C0042,W0004,5,Jordan goes above and beyond. Highly recommend to anyone in the area.,positive,2023-06-09T16:00:00
R001460,B002148,C0042,W0006,5,Chris goes above and beyond. Highly recommend to anyone in the area.,positive,2023-06-10T03:15:00
R001461,B002149,C0044,W0004,5,Always on time and so communicative. Jordan is a gem.,positive,2023-06-06T12:45:00
R001462,B002150,C0044,W0003,5,Dexter absolutely adores Cleo. We feel so lucky to have found her.,positive,2023-06-12T19:45:00
R001463,B002152,C0046,W0008,4,5 stars every time. Dexter has improved so much with consistent walks.,positive,2023-06-05T16:15:00
R001464,B002153,C0046,W0004,5,Jordan goes above and beyond. Highly recommend to anyone in the area.,positive,2023-06-05T12:45:00
R001465,B002155,C0047,W0001,1,Communication could be better. Didn't hear back for hours.,negative,2023-06-11T23:45:00
R001466,B002156,C0047,W0007,5,Always on time and so communicative. Natalie is a gem.,positive,2023-06-10T13:30:00
R001467,B002157,C0048,W0007,4,Luna absolutely adores Natalie. We feel so lucky to have found her.,positive,2023-06-11T08:30:00
R001468,B002158,C0048,W0008,5,Always on time and so communicative. Marcus is a gem.,positive,2023-06-07T21:15:00
R001469,B002159,C0048,W0008,4,Marcus goes above and beyond. Highly recommend to anyone in the area.,positive,2023-06-09T12:00:00
R001470,B002160,C0048,W0002,2,Communication could be better. Didn't hear back for hours.,negative,2023-06-11T22:00:00
R001471,B002161,C0048,W0003,5,Best walker we've ever had. Zoe gets so excited when Cleo arrives.,positive,2023-06-06T08:30:00
R001472,B002163,C0051,W0007,5,"Professional, caring, and thorough. Natalie sends detailed reports after each visit.",positive,2023-06-06T17:00:00
R001473,B002164,C0052,W0002,5,Always on time and so communicative. Devon is a gem.,positive,2023-06-09T17:15:00
R001474,B002166,C0053,W0007,4,"Professional, caring, and thorough. Natalie sends detailed reports after each visit.",positive,2023-06-06T15:15:00
R001475,B002168,C0056,W0005,5,Finn absolutely adores Priya. We feel so lucky to have found her.,positive,2023-06-05T15:15:00
R001476,B002169,C0056,W0005,1,Priya arrived 20 minutes late with no heads up.,negative,2023-06-06T19:00:00
R001477,B002170,C0056,W0002,5,Devon goes above and beyond. Highly recommend to anyone in the area.,positive,2023-06-07T00:15:00
R001478,B002171,C0057,W0004,5,Bear absolutely adores Jordan. We feel so lucky to have found her.,positive,2023-06-05T04:45:00
R001479,B002172,C0058,W0006,4,Gus absolutely adores Chris. We feel so lucky to have found her.,positive,2023-06-06T04:15:00
R001480,B002174,C0059,W0001,5,Best walker we've ever had. Coco gets so excited when Amara arrives.,positive,2023-06-05T02:15:00
R001481,B002175,C0060,W0008,5,"Professional, caring, and thorough. Marcus sends detailed reports after each visit.",positive,2023-06-09T20:00:00
R001482,B002176,C0001,W0007,5,Natalie goes above and beyond. Highly recommend to anyone in the area.,positive,2023-06-19T08:45:00
R001483,B002179,C0002,W0003,4,Cleo goes above and beyond. Highly recommend to anyone in the area.,positive,2023-06-15T01:30:00
R001484,B002180,C0002,W0007,5,Natalie is so reliable and sends great photo updates every time.,positive,2023-06-14T20:00:00
R001485,B002181,C0003,W0007,5,Always on time and so communicative. Natalie is a gem.,positive,2023-06-18T08:15:00
R001486,B002182,C0004,W0007,5,Always on time and so communicative. Natalie is a gem.,positive,2023-06-16T15:45:00
R001487,B002184,C0004,W0004,5,5 stars every time. Willow has improved so much with consistent walks.,positive,2023-06-17T15:15:00
R001488,B002185,C0004,W0008,3,"Reliable and punctual. Does what's asked, communication is fine.",neutral,2023-06-20T00:30:00
R001489,B002186,C0004,W0008,4,Absolutely love Marcus! Willow is always tired and happy after walks.,positive,2023-06-14T09:15:00
R001490,B002187,C0005,W0001,4,Always on time and so communicative. Amara is a gem.,positive,2023-06-19T09:45:00
R001491,B002189,C0008,W0003,5,"Professional, caring, and thorough. Cleo sends detailed reports after each visit.",positive,2023-06-13T19:45:00
R001492,B002190,C0008,W0007,5,Always on time and so communicative. Natalie is a gem.,positive,2023-06-19T20:15:00
R001493,B002191,C0011,W0008,5,Always on time and so communicative. Marcus is a gem.,positive,2023-06-13T21:15:00
R001494,B002192,C0011,W0002,5,5 stars every time. Bentley has improved so much with consistent walks.,positive,2023-06-16T19:00:00
R001495,B002193,C0011,W0006,5,Always on time and so communicative. Chris is a gem.,positive,2023-06-18T20:00:00
R001496,B002194,C0011,W0004,4,Jordan is so reliable and sends great photo updates every time.,positive,2023-06-14T11:15:00
R001497,B002195,C0011,W0008,5,Always on time and so communicative. Marcus is a gem.,positive,2023-06-13T22:45:00
R001498,B002196,C0012,W0003,5,Absolutely love Cleo! Bentley is always tired and happy after walks.,positive,2023-06-12T09:15:00
R001499,B002197,C0012,W0003,5,Cleo goes above and beyond. Highly recommend to anyone in the area.,positive,2023-06-16T17:45:00
R001500,B002198,C0012,W0002,4,Devon treats Bentley like her own. We couldn't ask for more.,positive,2023-06-18T04:15:00
R001501,B002199,C0015,W0007,5,Cooper absolutely adores Natalie. We feel so lucky to have found her.,positive,2023-06-12T10:15:00
R001502,B002200,C0016,W0008,5,Always on time and so communicative. Marcus is a gem.,positive,2023-06-12T12:30:00
R001503,B002201,C0018,W0006,2,Chris arrived 20 minutes late with no heads up.,negative,2023-06-15T21:30:00
R001504,B002204,C0018,W0008,5,Always on time and so communicative. Marcus is a gem.,positive,2023-06-11T14:30:00
R001505,B002206,C0018,W0006,5,"Professional, caring, and thorough. Chris sends detailed reports after each visit.",positive,2023-06-14T09:45:00
R001506,B002208,C0019,W0006,4,Chris is so reliable and sends great photo updates every time.,positive,2023-06-19T16:45:00
R001507,B002209,C0019,W0006,4,Always on time and so communicative. Chris is a gem.,positive,2023-06-18T07:00:00
R001508,B002210,C0019,W0005,5,Priya goes above and beyond. Highly recommend to anyone in the area.,positive,2023-06-15T12:45:00
R001509,B002212,C0022,W0004,5,"Professional, caring, and thorough. Jordan sends detailed reports after each visit.",positive,2023-06-13T21:30:00
R001510,B002213,C0022,W0006,5,Chris treats Bear like her own. We couldn't ask for more.,positive,2023-06-15T01:00:00
R001511,B002217,C0025,W0002,5,Always on time and so communicative. Devon is a gem.,positive,2023-06-15T17:30:00
R001512,B002218,C0028,W0003,4,Cleo goes above and beyond. Highly recommend to anyone in the area.,positive,2023-06-18T07:00:00
R001513,B002219,C0028,W0004,4,Always on time and so communicative. Jordan is a gem.,positive,2023-06-17T01:15:00
R001514,B002221,C0029,W0008,5,Marcus is so reliable and sends great photo updates every time.,positive,2023-06-17T07:15:00
R001515,B002223,C0029,W0003,4,Our anxious dog warmed up to Cleo immediately. That says everything.,positive,2023-06-13T22:30:00
R001516,B002224,C0030,W0003,5,"Professional, caring, and thorough. Cleo sends detailed reports after each visit.",positive,2023-06-12T03:15:00
R001517,B002227,C0030,W0007,5,Always on time and so communicative. Natalie is a gem.,positive,2023-06-12T02:00:00
R001518,B002228,C0031,W0002,5,Always on time and so communicative. Devon is a gem.,positive,2023-06-18T06:45:00
R001519,B002229,C0031,W0006,3,"Solid service, no complaints. Gus always comes back walked.",neutral,2023-06-14T04:30:00
R001520,B002232,C0034,W0007,5,Natalie treats Coco like her own. We couldn't ask for more.,positive,2023-06-14T09:45:00
R001521,B002233,C0035,W0008,5,"Professional, caring, and thorough. Marcus sends detailed reports after each visit.",positive,2023-06-16T15:45:00
R001522,B002234,C0035,W0001,1,Expected GPS updates but didn't receive any for this walk.,negative,2023-06-16T00:45:00
R001523,B002235,C0035,W0007,4,Our anxious dog warmed up to Natalie immediately. That says everything.,positive,2023-06-17T19:15:00
R001524,B002236,C0037,W0002,5,"Professional, caring, and thorough. Devon sends detailed reports after each visit.",positive,2023-06-19T12:15:00
R001525,B002239,C0038,W0007,4,Natalie goes above and beyond. Highly recommend to anyone in the area.,positive,2023-06-15T09:45:00
R001526,B002241,C0041,W0006,5,5 stars every time. Lucy has improved so much with consistent walks.,positive,2023-06-12T18:15:00
R001527,B002243,C0042,W0003,5,Cleo goes above and beyond. Highly recommend to anyone in the area.,positive,2023-06-14T12:00:00
R001528,B002244,C0042,W0006,5,Chris goes above and beyond. Highly recommend to anyone in the area.,positive,2023-06-17T01:15:00
R001529,B002245,C0044,W0004,5,5 stars every time. Dexter has improved so much with consistent walks.,positive,2023-06-17T04:15:00
R001530,B002246,C0044,W0005,5,Absolutely love Priya! Dexter is always tired and happy after walks.,positive,2023-06-14T13:45:00
R001531,B002247,C0044,W0006,5,"Professional, caring, and thorough. Chris sends detailed reports after each visit.",positive,2023-06-15T05:15:00
R001532,B002248,C0044,W0008,3,Fine experience. Gets the job done.,neutral,2023-06-19T11:15:00
R001533,B002249,C0044,W0003,5,Our anxious dog warmed up to Cleo immediately. That says everything.,positive,2023-06-11T16:45:00
R001534,B002250,C0046,W0002,5,Devon goes above and beyond. Highly recommend to anyone in the area.,positive,2023-06-18T02:30:00
R001535,B002251,C0047,W0003,4,Absolutely love Cleo! Sam is always tired and happy after walks.,positive,2023-06-17T18:30:00
R001536,B002252,C0047,W0001,4,Always on time and so communicative. Amara is a gem.,positive,2023-06-13T16:15:00
R001537,B002253,C0048,W0005,2,Walk was cut short. Zoe came back with energy still to burn.,negative,2023-06-15T22:15:00
R001538,B002254,C0048,W0004,5,Absolutely love Jordan! Luna is always tired and happy after walks.,positive,2023-06-16T04:15:00
R001539,B002257,C0050,W0003,4,Absolutely love Cleo! Sam is always tired and happy after walks.,positive,2023-06-18T07:45:00
R001540,B002259,C0050,W0007,5,"Professional, caring, and thorough. Natalie sends detailed reports after each visit.",positive,2023-06-12T07:30:00
R001541,B002260,C0051,W0003,5,Cleo treats Angel like her own. We couldn't ask for more.,positive,2023-06-13T14:15:00
R001542,B002261,C0055,W0008,5,"Professional, caring, and thorough. Marcus sends detailed reports after each visit.",positive,2023-06-17T19:30:00
R001543,B002263,C0059,W0005,5,Our anxious dog warmed up to Priya immediately. That says everything.,positive,2023-06-15T05:00:00
R001544,B002264,C0059,W0003,5,Cleo is so reliable and sends great photo updates every time.,positive,2023-06-17T15:00:00
R001545,B002266,C0001,W0002,5,"Professional, caring, and thorough. Devon sends detailed reports after each visit.",positive,2023-06-22T09:30:00
R001546,B002267,C0001,W0007,5,Natalie is so reliable and sends great photo updates every time.,positive,2023-06-22T17:00:00
R001547,B002268,C0001,W0008,5,5 stars every time. Maggie has improved so much with consistent walks.,positive,2023-06-20T03:15:00
R001548,B002269,C0001,W0004,4,5 stars every time. Maggie has improved so much with consistent walks.,positive,2023-06-21T19:15:00
R001549,B002270,C0001,W0008,4,5 stars every time. Maggie has improved so much with consistent walks.,positive,2023-06-19T03:15:00
R001550,B002271,C0001,W0006,5,Always on time and so communicative. Chris is a gem.,positive,2023-06-20T07:15:00
R001551,B002272,C0002,W0005,5,5 stars every time. Harley has improved so much with consistent walks.,positive,2023-06-22T06:00:00
R001552,B002274,C0004,W0001,4,Best walker we've ever had. Willow gets so excited when Amara arrives.,positive,2023-06-23T10:45:00
R001553,B002275,C0004,W0007,4,Always on time and so communicative. Natalie is a gem.,positive,2023-06-20T14:15:00
R001554,B002276,C0005,W0005,5,Best walker we've ever had. Gus gets so excited when Priya arrives.,positive,2023-06-25T06:30:00
R001555,B002277,C0006,W0006,5,Absolutely love Chris! Rosie is always tired and happy after walks.,positive,2023-06-22T13:30:00
R001556,B002279,C0007,W0004,5,Absolutely love Jordan! Chloe is always tired and happy after walks.,positive,2023-06-24T16:45:00
R001557,B002280,C0011,W0004,1,Expected GPS updates but didn't receive any for this walk.,negative,2023-06-21T15:15:00
R001558,B002281,C0011,W0006,5,Always on time and so communicative. Chris is a gem.,positive,2023-06-24T21:30:00
